"name","time","location","feature","image","url","latitude","longitude","area_id"
"やまがた川西ダリヤ園","9月〜10月","山形県東置賜郡川西町大字上小松1567","日本で初めて昭和35年に川西町を代表する観光地づくりを目指しダリア園をオープン。平成11年には場所を移し、内容も広さも大きくなってオープン。現在、約2.1haの敷地が拡大されて4haになり世界中から集めた650種、約10万本が咲き誇り国内最大級のダリア園。園内には花壇を縫うように遊歩道が配置され、ゆったりと観賞でき、近くには宿泊可能な温泉保養施設「浴浴センターまどか」もある。毎年9月には「東北ダリヤ名花展」が開催され、町をあげてダリア栽培の普及に努力しており、新たな品種を生み出すまでになっている。このように、ダリアとの関わりが深い川西町では、“ダリア”ではなく“ダリヤ”と呼んでいる。これは昔からの呼び方を町の人々が忠実に守っているためである。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49017/636adc6e-ae63-49d7-a695-6c738b3d697a.jpg","http://www.town.kawanishi.yamagata.jp/dariya/","38.004482","140.045787","2"
"湯遊ランドはなわダリア園","8月～10月","福島県東白川郡塙町大字湯岐字立石21","奥久慈の山並みに抱かれた塙町では、町ぐるみでダリアの栽培に取り組んでいる。宿泊施設でもあり、キャンプ施設を併設した公営の温泉浴施設「湯遊ランドはなわ」に隣接する敷地内に大輪系、ポンポン系、変わり咲き系、中輪系などのダリアが緑豊かな山間で300種類、約5,000株が華麗に咲き誇る。園内には2メートルほどの高さになる赤と黄色が特徴的な「ジェシカ」などの花が色鮮やかに咲き誇る。花の期間中にはダリアをテーマにしたイベントも企画されている。また、町内の小学校、中学校、また老人会でもダリアを栽培し、町内にはミニダリア園が21ヵ所あり、町民全体で取り組んでいる。","https://www.yuyu-land.com/yuyu_wp/wp-content/uploads/2018/03/daria07.jpg","https://www.yuyu-land.com/dahlia/","36.891187","140.482456","2"
"雄国沼のニッコウキスゲ","6月下旬～7月上旬","福島県耶麻郡北塩原村","福島県中北部、磐梯(ばんだい)山西方、猫魔ヶ岳や雄国山などを外輪山にもつカルデラ湖。標高1,000mの位置にあり周囲の山々はブナが多く、湖岸の湿原にはミズバショウ、ニッコウキスゲ、ヒオウギアヤメなどの群落があり、約280種の湿原植物群落は国の天然記念物に指定されている。なかでも、6月末〜7月初めには沼の南の湿原地帯では、ニッコウキスゲの大群落が咲き誇る。かつては沼の面積は現在の半分程であったが、江戸時代初期に大塩平左衛門がおこなった、かんがい工事により面積が拡大したもの。今ではニッコウキスゲの大群落を観に全国から多くの人々が訪れる。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/photo/image/image/31999/12607846-600f-44da-acc2-1a9f420e4faa.jpg","https://www.urabandai-inf.com/?page_id=24986","37.655715","139.937374","2"
"野反湖のニッコウキスゲ","6月下旬～7月上旬","群馬県吾妻郡中之条町入山","長野県との県境に近い中之条町の北部に位置する野反湖は、標高2,000m級の山々に囲まれた高原の湖。周囲12km、標高1,514ｍのダム湖で、その湖水は魚野川から信濃川に合流し日本海にそそぐ。春から秋にかけては、釣りやキャンプ、ハイキングなどを楽しむ人々でにぎわう。もともとは尾瀬のような湿地帯で、野反池と呼ばれる池があったが、昭和31年に発電用の野反ダムが建設され、現在のようなダム湖になった。群馬県では珍しく、その湖水は魚野川、信濃川を経て日本海へ流れている。湖畔ではニッコウキスゲが咲くが地元の名前のノゾリ(野反)キスゲの名で親しまれている。高原の原生林に囲まれたダム湖は、遠くからは天然湖のようなたたずまいを見せている。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49041/974400f6-7cbb-45db-b0da-a2422eb012f4.jpg","https://forestpost-jp.com/2021/06/09/nozoriko-nikkokisuge/","36.646969","138.648395","3"
"長福寿寺のベニバナ","5月〜7月","千葉県長生郡長南町長南969","長福寿寺は、およそ1200年の昔、延歴17年(798)に桓武天皇の勅願により、伝教大師により創建された由緒ある寺。特にご本尊の福寿あみだ様は、別名""お元気あみだ""とも呼ばれ健康・元気・長寿の御利益が高いことで知れる。境内にベニバナの花畑があり、毎年、6月中旬には「ベニ花フェステバル」を開催。長福寿寺によると、房総半島はベニバナのふるさと。平安時代の末期に、京から赴任してきた菅原道真の子の善智麿の弟が長南に居を構え、地元にベニバナの栽培を奨励したのがはじまりという。その後、長南地方が武田氏により攻められ、菅原氏の末裔が山形の地に逃げ延び、ベニバナの栽培をするようになったという。現在、「べに花を育てる会」の活動により、三途台長福寿寺の境内にベニバナが見事に復活し、10万本の花が可憐な花を咲かせている。咲き誇ると一面が山吹色となり、長福寿寺の根本中堂との絶妙な組み合わせにより見事な花風景を魅せてくれる。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49053/b4952ac1-1e99-4191-b677-f4079a3df870.jpg","https://ja.wikipedia.org/wiki/%E9%95%B7%E7%A6%8F%E5%AF%BF%E5%AF%BA","35.401829","140.229457","3"
"高瀬地区の紅花","5月〜7月","山形県山形市高瀬地区","アニメ映画『おもひでぽろぽろ』の舞台になった地区。高瀬紅花ふれあいセンター周辺や高沢地区などで美しい紅花畑を見られる。7月上旬には紅花のプレゼントや写真撮影会、紅花染め体験などが楽しめる山形紅花まつりが開催される。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49054/26b2e622-f985-4dbe-b972-d05848d79a6f.jpg","https://rurubu.jp/andmore/spot/80004372","38.301597","140.396015","2"
"山中湖花の都公園の百日草","7月中旬～10月上旬","山梨県南都留郡山中湖村山中1650番地 山中湖花の都公園","河口湖から山中湖へ向かう途中、左側に入ると突然と花畑が広がる。富士山に一番近い湖のほとり、標高1,000mの高原にあるのが花の都公園。園内の約30万平方mにも及ぶ広大な敷地には季節ごとに花の群落が楽しめ、有料施設の全天候型温室フローラルドーム「ふらら」やフラワーショップなどがある。8月には約30万本のひまわりが咲き誇り、夏の富士山をバックに見応えのある風景を魅せる。さらに同じ時期の7月中旬～10月上旬ごろには約100万本の百日草も楽しめる。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/48645/81fbd1ff-e50b-4df2-a6af-f272f87f99c4.jpg","http://www.hananomiyakokouen.jp/","35.440499","138.853542","4"
"富士見高原花の里","5月〜7月","長野県諏訪郡富士見町境12067","冬場は「富士見高原スキー場」のゲレンデに 2004年7月「ゆりの里」が開園。静岡県の「可睡ゆり園」が提携し、30種類以上500万本のユリが植えられ夏には花が咲き乱れる。現在は名前を変えて「花の里」として運営。ユリの群落の場所は、第2ゲレンデ全体とスキー場下部南方の林の中、それに第1ゲレンデのシングルリフトの直下、第1ゲレンデの山頂駅上部。中でも、白樺林の中に群生する「白樺ゆり園」のユリは一段と艶やかで、真っ白な白樺の木々とのコントラストが美しい。さらに高台にある「展望ゆり園」は、目の前に広がる色鮮やかなユリと南アルプスを望むことができ、そこからの風景は高原の夏を感じさせる。","https://image-loconavi.tokubai.co.jp/w=280,h=280,a=2/uploads/spot/placard/image/29730/b0347f18-272a-4f55-932e-87ff1316b5c8.jpg","http://fujimikogen-ski.jp/","35.916992","138.307875","4"
"天空の花畑のコスモス","7月中旬～10月上旬","静岡県裾野市須山字藤原2427  遊園地ぐりんぱ内","富士山の2合目にある遊園地「ぐりんぱ」内にある天空の花畑。毎年7月中旬頃から10月上旬にかけて天空のダリア祭りが開催され、青空と富士山をバックに3万株のダリア、2千株のサンパチェンス、6万本のコスモスが順次綺麗な花を咲かせます。","https://image-loconavi.tokubai.co.jp/w=280,h=280,a=2/uploads/spot/placard/image/60264/19515275-7e1f-463c-a39a-28ea1fca629f.JPG","http://www.tenku-hanabatake.com","35.290958","138.782658","4"
"布引風の高原のコスモス","8月下旬〜10月中旬","福島県郡山市湖南町赤津 布引高原","福島県郡山市の布引高原。高原の標高は約1,000ｍあり、磐梯山や猪苗代湖が一望できる絶景スポットです。周囲には、高さ100ｍの風力発電を行う風車が33基立ち並んでいることから「風の高原」と呼ばれています。毎年夏の終わりから秋口にかけて、布引風の高原の記念碑の付近にコスモスが咲き誇ります。赤、ピンク、白、濃紫などが混合した色鮮やかなコスモスの絨毯は、訪れる人を幸せな気持ちにさせてくれます。なお、布引風の高原のコスモスは、例年8月下旬から9月中旬頃が見頃のピークになることが多いです。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/95345/6dc8f511-bb46-41ae-8b6b-8e8e2fcb0270.jpeg","https://www.kanko-koriyama.gr.jp/tourism/detail1-0-12.html","37.335624","140.05003","2"
"三ツ石山の紅葉","9月中旬","岩手県岩手郡雫石町（その他） 県道212号線","東北百名山に選ばれている三ツ石山の紅葉は、例年9月上旬から色づきが始まり、見頃は9月中旬頃です。裏岩手縦走路の上にある山で、ナナカマドやミネカエデの紅葉を見ることができる、岩手県内で最も早く紅葉が見られるスポットです。","https://image-loconavi.tokubai.co.jp/w=280,h=280,a=2/uploads/spot/placard/image/102060/a9d81d3a-d0c7-46de-be2d-1a3a4f31ac0c.jpg","http://shizukuishi-kanko.gr.jp/","39.851511","140.896082","2"
"能取湖の紅葉","9月上旬〜9月下旬","北海道網走市卯原内60-3 能取湖サンゴ草群生地","能取湖に広がるサンゴ草の紅葉網走市にある湖「能取湖（のとろこ）」は、北海道屈指のサンゴソウの群落地。「真紅のカーペット」と呼ばれる美しい景色が広がります。ここ数年生育不良時もありましたが地域の方々の保護育成により回復。見頃は例年9月中旬から下旬で、9月上旬には卯原内地区で「能取湖サンゴ草祭り」も開催するので合わせて訪れるのもおすすめ。全国から訪れる人が絶えない絶景スポットです。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/77276/2b3feacf-979a-4c60-9c75-69379c35d9eb.jpg","http://abashiri.jp/tabinavi/index.html","44.013589","144.116206","1"
"廬山寺のキキョウ","6月〜10月","京都府京都市上京区北ノ辺町397","紫式部邸宅跡として知られ、毎年2月の節分に行われる「鬼おどり」が有名。7月～8月には紫の桔梗の花が源氏庭に美しく咲く。","https://image-loconavi.tokubai.co.jp/w=400,h=400,a=2/uploads/spot/placard/image/49014/08bbdfe0-ccd4-41b2-9336-08d48a1ea21c.jpg","http://www7a.biglobe.ne.jp/~rozanji/","35.024599","135.768271","5"
